# {"coordinate_unit":"bohr","format":"chemblender_grid_sample","grid_id":"9f539ed5-4473-42ac-ad09-c37c648f501a","grid_origin":[-6.130000114440918,-5.869999885559082,-6.070000171661377],"grid_revision":"ac799fc1e2c9555bb062d6910905bc6eb1f8c0e8363b58d2c6039a3f6dbcab1e","grid_shape":[45,45,45],"grid_step_vectors":[[0.2800000011920929,0.0,0.0],[0.0,0.2800000011920929,0.0],[0.0,0.0,0.2800000011920929]],"kind":"plane","provenance_ids":["9a43ce0f-c6fb-4ed7-a8c3-7d6072f169ab"],"sampling":{"counts":[97,97],"dataset_index":0,"origin":[-4.5,0.13,-4.5],"u_vector":[9.0,0.0,0.0],"v_vector":[0.0,0.0,9.0]},"semantic_role":"electrostatic_potential","source_calculation":null,"structure_id":"9a20aa19-f6e3-41a3-9c23-0fc2f631990b","value_unit":"hartree_per_elementary_charge","version":1}
x,y,z,distance,value,valid_mask,coordinate_unit,value_unit
-1.96875,0.13,0.84375,,-0.026908341854803598,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,0.9375,,-0.021855056943454944,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,1.0312499999999991,,-0.017285404123098303,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,1.125,,-0.012715751302741614,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,1.21875,,-0.0081965761212726713,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,1.3124999999999991,,-0.0041677464517477052,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,1.40625,,-0.0001389167822226109,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,1.5,,0.0038131271745692049,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,1.5937499999999991,,0.0071221008274024835,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,1.6875,,0.010431074480235869,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,1.78125,,0.013628471390899718,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,1.8749999999999991,,0.016007650287840802,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,1.96875,,0.018386829184781933,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,2.0625,,0.020633839635723492,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,2.1562499999999991,,0.022021766058986449,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,2.25,,0.023409692482249393,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,2.34375,,0.024672082563108339,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,2.4374999999999991,,0.025204087838596834,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,2.53125,,0.025736093114085323,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,2.625,,0.026170716562251239,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,2.7187499999999991,,0.026094090882743205,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,2.8125,,0.026017465203235182,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,2.90625,,0.025878454991059067,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,2.9999999999999991,,0.025441921503258313,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,3.09375,,0.025005388015457562,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,3.1875,,0.024536945610980593,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,3.2812499999999991,,0.023929472790647912,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,3.375,,0.023321999970315251,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,3.46875,,0.022704309240135789,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,3.5625,,0.022045747227867112,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,3.65625,,0.021387185215598455,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,3.75,,0.020731795358669942,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,3.84375,,0.02008810272795325,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,3.9375,,0.019444410097236547,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,4.03125,,0.01881114218729606,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,4.125,,0.018213440693124909,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,4.21875,,0.017615739198953741,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,4.3125,,0.01703175045610731,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,4.40625,,0.016491185101880728,1,bohr,hartree_per_elementary_charge
-1.96875,0.13,4.5,,0.015950619747654132,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-4.5,,-0.021682075815724254,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-4.40625,,-0.022526784038601946,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-4.3125,,-0.023495919364472862,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-4.21875,,-0.024491143924696993,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-4.125,,-0.025486368484921137,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-4.03125,,-0.026635661666729957,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-3.9375,,-0.027814300872273275,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-3.84375,,-0.028992940077816585,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-3.75,,-0.030362723896242665,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-3.65625,,-0.031765360241064793,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-3.5625,,-0.033167996585886927,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-3.46875,,-0.03480756349138784,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-3.375,,-0.036483580710890071,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-3.28125,,-0.038159597930392294,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-3.1875,,-0.040127235767682373,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-3.09375,,-0.042134639411206334,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-3,,-0.044142043054730302,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-2.90625,,-0.046501329468444756,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-2.8125,,-0.048902630989622456,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-2.71875,,-0.051303932510800142,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-2.625,,-0.054111069982129535,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-2.53125,,-0.056959983854979183,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-2.4375,,-0.059808897727828818,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-2.34375,,-0.063082872497008821,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-2.25,,-0.066393808246724625,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-2.1562500000000004,,-0.069704743996440416,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-2.0625,,-0.073371638457939134,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-1.96875,,-0.077063957866235849,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-1.8750000000000004,,-0.080756277274532551,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-1.78125,,-0.084566347482460391,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-1.6875,,-0.088383051322729889,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-1.5937500000000004,,-0.092199755162999372,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-1.5,,-0.095638125426515883,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-1.40625,,-0.099060732459161013,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-1.3125000000000004,,-0.10248333949180614,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-1.21875,,-0.10474096626645522,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-1.125,,-0.10696667775956961,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-1.0312500000000004,,-0.10919238925268403,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-0.9375,,-0.10932304543413626,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-0.84375,,-0.1094253935052909,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-0.75000000000000044,,-0.10952773722456732,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-0.65625,,-0.10689212024961828,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-0.5625,,-0.10425650327466915,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-0.46875,,-0.10158737070264218,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-0.375,,-0.096438381167272658,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-0.28125,,-0.091289391631903083,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-0.1875,,-0.086103738582734762,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,-0.09375,,-0.07957994791333034,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,0,,-0.073056157243925918,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,0.09375,,-0.066532308673726573,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,0.18749999999999911,,-0.060007070540583698,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,0.28125,,-0.053481832407440692,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,0.375,,-0.046997558724631093,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,0.46874999999999911,,-0.04124038187770767,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,0.5625,,-0.035483205030784185,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,0.65625,,-0.02977715782493175,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,0.74999999999999911,,-0.024786908040506817,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,0.84375,,-0.019796658256081831,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,0.9375,,-0.014845353142374881,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,1.0312499999999991,,-0.010341902534342652,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,1.125,,-0.0058384519263103745,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,1.21875,,-0.0013758782799545856,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,1.3124999999999991,,0.0026896119222934887,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,1.40625,,0.0067551021245416936,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,1.5,,0.01074442293730023,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,1.5937499999999991,,0.014095835072677622,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,1.6875,,0.017447247208055121,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,1.78125,,0.020673121070158004,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,1.8749999999999991,,0.022978393787186448,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,1.96875,,0.025283666504214944,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,2.0625,,0.027436522688235081,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,2.1562499999999991,,0.028598683944495721,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,2.25,,0.029760845200756361,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,2.34375,,0.030783190082679782,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,2.4374999999999991,,0.030992067299365329,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,2.53125,,0.031200944516050873,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,2.625,,0.031309575987263069,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,2.7187499999999991,,0.030891922921253503,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,2.8125,,0.030474269855243947,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,2.90625,,0.030000541586739548,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,2.9999999999999991,,0.029259380395136331,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,3.09375,,0.028518219203533132,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,3.1875,,0.027755783531115567,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,3.2812499999999991,,0.026900652768333522,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,3.375,,0.026045522005551502,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,3.46875,,0.025191411854934533,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,3.5625,,0.024341384117289158,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,3.65625,,0.023491356379643804,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,3.75,,0.022654505710480756,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,3.84375,,0.021866245080051094,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,3.9375,,0.021077984449621417,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,4.03125,,0.020308364974264484,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,4.125,,0.019602344235599943,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,4.21875,,0.018896323496935388,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,4.3125,,0.018210498540645211,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,4.40625,,0.01758862641816332,1,bohr,hartree_per_elementary_charge
-1.8750000000000004,0.13,4.5,,0.016966754295681417,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-4.5,,-0.021653110862221259,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-4.40625,,-0.022506671757830533,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-4.3125,,-0.023488862451726052,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-4.21875,,-0.024498023579486612,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-4.125,,-0.025507184707247173,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-4.03125,,-0.026676726218397531,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-3.9375,,-0.027876815978043232,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-3.84375,,-0.029076905737688931,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-3.75,,-0.030477629771247062,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-3.65625,,-0.031912837344154017,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-3.5625,,-0.033348044917060976,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-3.46875,,-0.035034422489734866,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-3.375,,-0.03675944102680348,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-3.28125,,-0.0384844595638721,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-3.1875,,-0.040522225802110172,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-3.09375,,-0.042602638766012363,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-3,,-0.044683051729914547,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-2.90625,,-0.047145767186755297,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-2.8125,,-0.049654129892296464,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-2.71875,,-0.052162492597837604,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-2.625,,-0.055117841850519128,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-2.53125,,-0.058119203511565437,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-2.4375,,-0.061120565172611739,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-2.34375,,-0.064596334578086667,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-2.25,,-0.068113355897250316,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-2.1562500000000004,,-0.071630377216413937,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-2.0625,,-0.075548741004433748,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-1.96875,,-0.079495771350064526,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-1.8750000000000004,,-0.083442801695695262,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-1.78125,,-0.087518525967122882,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-1.6875,,-0.091601500365012606,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-1.5937500000000004,,-0.095684474762902344,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-1.5,,-0.099307743235139606,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-1.40625,,-0.1029118581056765,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-1.3125000000000004,,-0.10651597297621343,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-1.21875,,-0.10870179768358811,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-1.125,,-0.11084876754381456,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-1.0312500000000004,,-0.11299573740404101,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-0.9375,,-0.11257848339722681,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-0.84375,,-0.11212658193664286,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-0.75000000000000044,,-0.1116746752216656,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-0.65625,,-0.10791699531739793,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-0.5625,,-0.1041593154131302,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-0.46875,,-0.10036381404432963,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-0.375,,-0.093769859705477576,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-0.28125,,-0.087175905366625422,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-0.1875,,-0.080551357986428346,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,-0.09375,,-0.072810231879876841,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,0,,-0.065069105773325309,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,0.09375,,-0.057354693788887856,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,0.18749999999999911,,-0.050281394835009208,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,0.28125,,-0.0432080958811304,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,0.375,,-0.036209685844295757,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,0.46874999999999911,,-0.030540513577835684,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,0.5625,,-0.024871341311375555,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,0.65625,,-0.019269715720581747,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,0.74999999999999911,,-0.014613720399336555,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,0.84375,,-0.0099577250780913187,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,0.9375,,-0.0053320946714394543,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,1.0312499999999991,,-0.0010556536035170509,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,1.125,,0.0032207874644053932,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,1.21875,,0.0074738502446469249,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,1.3124999999999991,,0.01149981368557969,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,1.40625,,0.015525777126512583,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,1.5,,0.019479827288332117,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,1.5937499999999991,,0.022831613140660675,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,1.6875,,0.02618339899298934,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,1.78125,,0.029393323043915308,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,1.8749999999999991,,0.031562941748853525,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,1.96875,,0.033732560453791791,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,2.0625,,0.035725027344592625,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,2.1562499999999991,,0.036566022014858646,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,2.25,,0.03740701668512466,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,2.34375,,0.038091989283275209,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,2.4374999999999991,,0.037869207612077946,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,2.53125,,0.037646425940880683,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,2.625,,0.037322451151596006,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,2.7187499999999991,,0.036467218172039059,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,2.8125,,0.035611985192482126,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,2.90625,,0.034711127933239903,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,2.9999999999999991,,0.033592680118142988,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,3.09375,,0.032474232303046094,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,3.1875,,0.031349531382490747,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,3.2812499999999991,,0.03019758504144365,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,3.375,,0.02904563870039658,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,3.46875,,0.027909533577619106,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,3.5625,,0.026836792773987241,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,3.65625,,0.025764051970355396,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,3.75,,0.02471705799777503,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,3.84375,,0.023765004680601692,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,3.9375,,0.022812951363428334,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,4.03125,,0.02188947077885621,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,4.125,,0.021063472871199578,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,4.21875,,0.020237474963542921,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,4.3125,,0.019439264882395977,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,4.40625,,0.018729048928821067,1,bohr,hartree_per_elementary_charge
-1.78125,0.13,4.5,,0.018018832975246139,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-4.5,,-0.021624145908718275,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-4.40625,,-0.022486559477059118,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-4.3125,,-0.023481805538979238,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-4.21875,,-0.024504903234276225,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-4.125,,-0.025528000929573212,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-4.03125,,-0.026717790770065107,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-3.9375,,-0.027939331083813197,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-3.84375,,-0.02916087139756128,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-3.75,,-0.030592535646251452,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-3.65625,,-0.032060314447243249,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-3.5625,,-0.033528093248235039,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-3.46875,,-0.035261281488081893,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-3.375,,-0.037035301342716903,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-3.28125,,-0.038809321197351913,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-3.1875,,-0.040917215836537971,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-3.09375,,-0.043070638120818391,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-3,,-0.045224060405098805,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-2.90625,,-0.047790204905065838,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-2.8125,,-0.050405628794970458,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-2.71875,,-0.053021052684875072,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-2.625,,-0.056124613718908721,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-2.53125,,-0.059278423168151684,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-2.4375,,-0.06243223261739464,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-2.34375,,-0.066109796659164513,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-2.25,,-0.069832903547776007,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-2.1562500000000004,,-0.073556010436387473,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-2.0625,,-0.077725843550928375,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-1.96875,,-0.081927584833893174,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-1.8750000000000004,,-0.086129326116857988,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-1.78125,,-0.0904707044517854,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-1.6875,,-0.094819949407295351,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-1.5937500000000004,,-0.099169194362805357,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-1.5,,-0.10297736104376334,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-1.40625,,-0.10676298375219201,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-1.3125000000000004,,-0.1105486064606207,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-1.21875,,-0.112662629100721,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-1.125,,-0.11473085732805949,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-1.0312500000000004,,-0.116799085555398,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-0.9375,,-0.11583392136031735,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-0.84375,,-0.11482777036799484,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-0.75000000000000044,,-0.11382161321876388,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-0.65625,,-0.10894187038517759,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-0.5625,,-0.10406212755159126,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-0.46875,,-0.099140257386017089,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-0.375,,-0.091101338243682467,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-0.28125,,-0.083062419101347762,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-0.1875,,-0.074998977390121971,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,-0.09375,,-0.066040515846423342,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,0,,-0.057082054302724686,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,0.09375,,-0.048177078904049132,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,0.18749999999999911,,-0.04055571912943471,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,0.28125,,-0.032934359354820114,1,bohr,hartree_per_elementary_charge
-1.6875,0.13,0.375,,-0.025421812963960417,1,bohr,hartree_per_elementary_charge
